mnemonic	summary	kind	standard_status_hint	source_section
NULLENTRYREF	JOB command did not specify entryref	Run Time Error	ydb-extension	MessageRecovery/errors.rst#NULLENTRYREF
NULLPATTERN	Empty line found in the Pattern file.	Warning	ydb-extension	MessageRecovery/errors.rst#NULLPATTERN
NULSUBSC	XXXX Null subscripts are not allowed for database file: yyyy	Error	ydb-extension	MessageRecovery/errors.rst#NULSUBSC
NUM64ERR	Error: cannot convert VVVV value to 64 bit decimal or hexadecimal number	Error	ydb-extension	MessageRecovery/errors.rst#NUM64ERR
NUMERR	Error: cannot convert VVVV value to decimal or hexadecimal number	Error	ydb-extension	MessageRecovery/errors.rst#NUMERR
NUMOFLOW	Numeric overflow	Run Time Error	ydb-extension	MessageRecovery/errors.rst#NUMOFLOW
NUMPROCESSORS	Could not determine number of processors	Warning	ydb-extension	MessageRecovery/errors.rst#NUMPROCESSORS
NUMUNXEOR	xxxx unexpected end of record in numeric subscript	Error	ydb-extension	MessageRecovery/errors.rst#NUMUNXEOR
OBJDUP	xxxx yyyy already exists	Error	ydb-extension	MessageRecovery/errors.rst#OBJDUP
OBJFILERR	Error with object file I/O on file xxxx	Run Time Error	ydb-extension	MessageRecovery/errors.rst#OBJFILERR
OBJNOTADD	Not adding xxxx yyyy	Error	ydb-extension	MessageRecovery/errors.rst#OBJNOTADD
OBJNOTCHG	Not changing xxxx yyyy	Error	ydb-extension	MessageRecovery/errors.rst#OBJNOTCHG
OBJNOTFND	xxxx yyyy does not exist	Error	ydb-extension	MessageRecovery/errors.rst#OBJNOTFND
OBJREQD	xxxx required	Error	ydb-extension	MessageRecovery/errors.rst#OBJREQD
OFFSETINV	Entry point xxxx+yyyy not valid	Run Time Error	ydb-extension	MessageRecovery/errors.rst#OFFSETINV
OFRZACTIVE	Region aaaa has an Online Freeze	Warning	ydb-extension	MessageRecovery/errors.rst#OFRZACTIVE
OFRZAUTOREL	Online Freeze automatically released for database file aaaa	Warning	ydb-extension	MessageRecovery/errors.rst#OFRZAUTOREL
OFRZCRITREL	Proceeding with a write to region aaaa after Online Freeze while holding crit	Warning	ydb-extension	MessageRecovery/errors.rst#OFRZCRITREL
OFRZCRITSTUCK	Unable to proceed with a write to region rrrr with Online Freeze while holding crit. Region stuck until freeze is removed.	Warning	ydb-extension	MessageRecovery/errors.rst#OFRZCRITSTUCK
OFRZNOTHELD	Online Freeze had been automatically released for at least one region	Warning	ydb-extension	MessageRecovery/errors.rst#OFRZNOTHELD
OLDBINEXTRACT	Loading an older version(xxxx) of binary extract. Database or global collation changes since the extract, if any, will result in database corruption.	Run Time Error	ydb-extension	MessageRecovery/errors.rst#OLDBINEXTRACT
OMISERVHANG	GTCM OMI server is hung	Error	ydb-extension	MessageRecovery/errors.rst#OMISERVHANG
OPCOMMISSED	NNN errors and MMM MBFULLs sending prior operator messages	Information	ydb-extension	MessageRecovery/errors.rst#OPCOMMISSED
OPENCONN	Error opening socket connection	Run Time Error	ydb-extension	MessageRecovery/errors.rst#OPENCONN
OPRCCPSTOP	The Cluster Control Program has been halted by an operator stop request	Error	ydb-extension	MessageRecovery/errors.rst#OPRCCPSTOP
ORDER2	Invalid second argument to $ORDER. Must be -1 or 1.	Run Time Error	ydb-extension	MessageRecovery/errors.rst#ORDER2
ORLBKCMPLT	ONLINE ROLLBACK completed successfully on instance iiii corresponding to dddd	Information	ydb-extension	MessageRecovery/errors.rst#ORLBKCMPLT
ORLBKDBUPGRDREQ	Region RRR (DDDD) is not fully upgraded. ONLINE ROLLBACK cannot continue	Error	ydb-extension	MessageRecovery/errors.rst#ORLBKDBUPGRDREQ
ORLBKFRZOVER	tttt : FREEZE on region rrrr (ddd) cleared	Information	ydb-extension	MessageRecovery/errors.rst#ORLBKFRZOVER
ORLBKFRZPROG	tttt : waiting for FREEZE on region rrrr (dddd) to clear	Information	ydb-extension	MessageRecovery/errors.rst#ORLBKFRZPROG
ORLBKINPROG	Online ROLLBACK in progress by PID pppp in region rrrr	Information	ydb-extension	MessageRecovery/errors.rst#ORLBKINPROG
ORLBKNOSTP	ONLINE ROLLBACK proceeding with database updates. MUPIP STOP will no longer be allowed	Information	ydb-extension	MessageRecovery/errors.rst#ORLBKNOSTP
ORLBKREL	ONLINE ROLLBACK releasing all locking resources to allow a freeze OFF to proceed	Information	ydb-extension	MessageRecovery/errors.rst#ORLBKREL
ORLBKRESTART	ONLINE ROLLBACK restarted on instance iiii corresponding to rrrr	Information	ydb-extension	MessageRecovery/errors.rst#ORLBKRESTART
ORLBKROLLED	ONLINE ROLLBACK took the database for instance iiii region rrrr corresponding to dddd to a prior state	Warning	ydb-extension	MessageRecovery/errors.rst#ORLBKROLLED
ORLBKSTART	ONLINE ROLLBACK started on instance iiii corresponding to dddd	Information	ydb-extension	MessageRecovery/errors.rst#ORLBKSTART
ORLBKTERMNTD	ONLINE ROLLBACK terminated on instance iiii corresponding to dddd with the above errors	Error	ydb-extension	MessageRecovery/errors.rst#ORLBKTERMNTD
OUTOFSPACE	Database file xxxx ran out of disk space. Detected by process aaaa. Exit without clearing shared memory due to the disk space constraints. Make space and then perform mupip rundown to ensure database integrity.	Fatal	ydb-extension	MessageRecovery/errors.rst#OUTOFSPACE
PADCHARINVALID	PAD deviceparameter cannot be greater than 127	Run Time Error	ydb-extension	MessageRecovery/errors.rst#PADCHARINVALID
PARAMINVALID	xxxx parameter specified in yyyy call	Run Time Error	ydb-extension	MessageRecovery/errors.rst#PARAMINVALID
PARFILSPC	Parameter: xxxx file specification: yyyy	Run Time Error	ydb-extension	MessageRecovery/errors.rst#PARFILSPC
PARNORMAL	Parse successful	Information	ydb-extension	MessageRecovery/errors.rst#PARNORMAL
PATALTER2LARGE	Pattern match alternation exceeded the LLLL repetition limit on prospective matches	Run Time Error	ydb-extension	MessageRecovery/errors.rst#PATALTER2LARGE
PATCLASS	Illegal character class for pattern code	Compile Time Error	ydb-extension	MessageRecovery/errors.rst#PATCLASS
PATCODE	Illegal syntax for pattern	Compile Time Error	ydb-extension	MessageRecovery/errors.rst#PATCODE
PATLIT	Illegal character or unbalanced quotes for pattern literal	Compile Time Error	ydb-extension	MessageRecovery/errors.rst#PATLIT
PATLOAD	Error loading pattern file xxxx	Compile Time Error	ydb-extension	MessageRecovery/errors.rst#PATLOAD
PATMAXLEN	Pattern code exceeds maximum length	Compile Time Error	ydb-extension	MessageRecovery/errors.rst#PATMAXLEN
PATNOTFOUND	Current pattern table has no characters with pattern code xxxx	Run Time Error	ydb-extension	MessageRecovery/errors.rst#PATNOTFOUND
PATTABNOTFND	Pattern table xxxx not found	Run Time Error	ydb-extension	MessageRecovery/errors.rst#PATTABNOTFND
PATTABSYNTAX	Error in xxxx at line yyyy	Run Time Error	ydb-extension	MessageRecovery/errors.rst#PATTABSYNTAX
PATUPPERLIM	Pattern code upper limit is less than lower limit	Compile Time Error	ydb-extension	MessageRecovery/errors.rst#PATUPPERLIM
PBNINVALID	ssss does not have a field named ffff	Error	ydb-extension	MessageRecovery/errors.rst#PBNINVALID
PBNNOFIELD	%ZPEEKBYNAME() requires a field.item as its first parameter	Error	ydb-extension	MessageRecovery/errors.rst#PBNNOFIELD
PBNNOPARM	First parameter pppp does not support a second parameter	Error	ydb-extension	MessageRecovery/errors.rst#PBNNOPARM
PBNPARMREQ	A first parameter value pppp requires a second parameter specified containing rrrr	Error	ydb-extension	MessageRecovery/errors.rst#PBNPARMREQ
PBNUNSUPSTRUCT	$ZPEEK() does not support structure ssss	Error	ydb-extension	MessageRecovery/errors.rst#PBNUNSUPSTRUCT
PBNUNSUPTYPE	$ZPEEK() does not support type tttt	Run Time Error	ydb-extension	MessageRecovery/errors.rst#PBNUNSUPTYPE
PCONDEXPECTED	Post-conditional expression expected but not found	Compile Time Error	ydb-extension	MessageRecovery/errors.rst#PCONDEXPECTED
PCTYRESERVED	Attempted operation not supported on ^%Y* namespace	Error	ydb-extension	MessageRecovery/errors.rst#PCTYRESERVED
PEERPIDMISMATCH	Local socket peer with PID=pppp does not match specified PID=qqqq	Run Time Error	ydb-extension	MessageRecovery/errors.rst#PEERPIDMISMATCH
PERMGENDIAG	Permissions: Proc(uid:uuuu,gid:gggg)vvvv, DB File(uid:hhhh,gid:pppp),perm:iiii, Lib File(gid:qqqq),perm:jjjj	Information	ydb-extension	MessageRecovery/errors.rst#PERMGENDIAG
PERMGENFAIL	Failed to determine access permissions to use for creation of xxxx for file yyyy	Error	ydb-extension	MessageRecovery/errors.rst#PERMGENFAIL
PIDMISMATCH	PID=qqqq has a mismatched internal process id value of pppp	Warning	ydb-extension	MessageRecovery/errors.rst#PIDMISMATCH
PINENTRYERR	Custom pinentry program failure	Run Time Error	ydb-extension	MessageRecovery/errors.rst#PINENTRYERR
PRCNAMLEN	Process name xxxx length is greater than yyyy	Run Time Error	ydb-extension	MessageRecovery/errors.rst#PRCNAMLEN
PREALLOCATEFAIL	Disk space reservation for SSSS segment has failed	Run Time Error	ydb-extension	MessageRecovery/errors.rst#PREALLOCATEFAIL
PREFIXBAD	xxxx - yyyy zzzz must start with an alphabetic character	Error	ydb-extension	MessageRecovery/errors.rst#PREFIXBAD
PREMATEOF	Premature end of file detected	Run Time Error	ydb-extension	MessageRecovery/errors.rst#PREMATEOF
PREVJNLLINKCUT	Previous journal file name link set to NULL in new journal file xxxx created for database file yyyy	Error	ydb-extension	MessageRecovery/errors.rst#PREVJNLLINKCUT
PREVJNLLINKSET	Previous generation journal file name is changed from xxxx to yyyy	Information	ydb-extension	MessageRecovery/errors.rst#PREVJNLLINKSET
PREVJNLNOEOF	A previous generation journal file xxxx does not have valid EOF	Error	ydb-extension	MessageRecovery/errors.rst#PREVJNLNOEOF
PRIMARYISROOT	Attempted operation not valid on root primary instance xxxx	Error	ydb-extension	MessageRecovery/errors.rst#PRIMARYISROOT
PRIMARYNOTROOT	Attempted operation not valid on non-root primary instance xxxx	Error	ydb-extension	MessageRecovery/errors.rst#PRIMARYNOTROOT
PROCTERM	uuuu process termination due to cccc (return code eeee) from pppp	Warning	ydb-extension	MessageRecovery/errors.rst#PROCTERM
PROTNOTSUP	Protocol xxxx not supported	Run Time Error	ydb-extension	MessageRecovery/errors.rst#PROTNOTSUP
QUALBAD	xxxx is not a valid qualifier	Error	ydb-extension	MessageRecovery/errors.rst#QUALBAD
QUALDUP	xxxx qualifier appears more than once in the list	Error	ydb-extension	MessageRecovery/errors.rst#QUALDUP
QUALEXP	Qualifier expected but not found	Run Time Error	ydb-extension	MessageRecovery/errors.rst#QUALEXP
QUALREQD	xxxx required	Error	ydb-extension	MessageRecovery/errors.rst#QUALREQD
QUALVAL	Qualifier value required but not found	Run Time Error	ydb-extension	MessageRecovery/errors.rst#QUALVAL
QUERY2	Invalid second argument to $QUERY. Must be -1 or 1.	Run Time Error	ydb-extension	MessageRecovery/errors.rst#QUERY2
QUITALSINV	QUIT * return when the extrinsic was not invoked with SET *	Run Time Error	ydb-extension	MessageRecovery/errors.rst#QUITALSINV
QUITARGLST	Quit cannot take a list of arguments	Compile Time Error	ydb-extension	MessageRecovery/errors.rst#QUITARGLST
QUITARGREQD	Quit from an extrinsic must have an argument	Run Time Error	ydb-extension	MessageRecovery/errors.rst#QUITARGREQD
QUITARGUSE	Quit cannot take an argument in this context	Compile Time Error	ydb-extension	MessageRecovery/errors.rst#QUITARGUSE
RANDARGNEG	Random number generator argument must be greater than or equal to one	Run Time Error	ydb-extension	MessageRecovery/errors.rst#RANDARGNEG
RAWDEVUNSUP	RAW device for region RRRR is not supported	Error	ydb-extension	MessageRecovery/errors.rst#RAWDEVUNSUP
RCVRMANYSTRMS	Receiver server now connecting to source stream NNNN but had previously connected to a different stream nnnn	Error	ydb-extension	MessageRecovery/errors.rst#RCVRMANYSTRMS
RDFLTOOLONG	Length specified for fixed length read exceeds the maximum string size	Run Time Error	ydb-extension	MessageRecovery/errors.rst#RDFLTOOLONG
RDFLTOOSHORT	Length specified for fixed length read less than or equal to zero	Run Time Error	ydb-extension	MessageRecovery/errors.rst#RDFLTOOSHORT
READLINEFILEPERM	Readline history file ffff could not be created	Warning	ydb-extension	MessageRecovery/errors.rst#READLINEFILEPERM
READLINELONGLINE	Entered line is greater than 32Kb long, exceeding maximum allowed	Warning	ydb-extension	MessageRecovery/errors.rst#READLINELONGLINE
READONLYLKFAIL	Failed to get xxxx lock on READ_ONLY database file yyyy	Run Time Error	ydb-extension	MessageRecovery/errors.rst#READONLYLKFAIL
READONLYNOBG	Read-only cannot be enabled on non-MM databases	Error	ydb-extension	MessageRecovery/errors.rst#READONLYNOBG
READONLYNOSTATS	Read-only and Statistics sharing cannot both be enabled on database	Run Time Error	ydb-extension	MessageRecovery/errors.rst#READONLYNOSTATS
REC2BIG	Record size (xxxx) is greater than maximum (yyyy) for region: zzzz	Run Time Error	ydb-extension	MessageRecovery/errors.rst#REC2BIG
RECCNT	Last LOAD record number: xxxx	Information	ydb-extension	MessageRecovery/errors.rst#RECCNT
RECLOAD	Error loading record number: nnnn	Fatal	ydb-extension	MessageRecovery/errors.rst#RECLOAD
RECORDSTAT	gggg: Key cnt: kkkk max subsc len: ssss max rec len: dddd max node len: rrrr	Information	ydb-extension	MessageRecovery/errors.rst#RECORDSTAT
RECSIZENOTEVEN	RECORDSIZE xxxx needs to be a multiple of 2 if ICHSET or OCHSET is UTF-16, UTF-16LE or UTF-16BE	Run Time Error	ydb-extension	MessageRecovery/errors.rst#RECSIZENOTEVEN
RECSIZIS	Record size is xxxx	Information	ydb-extension	MessageRecovery/errors.rst#RECSIZIS
RECTOOBIG	Block size xxxx and yyyy reserved bytes limit record size to zzzz	Warning	ydb-extension	MessageRecovery/errors.rst#RECTOOBIG
RECVPOOLSETUP	Receive Pool setup error	Run Time Error	ydb-extension	MessageRecovery/errors.rst#RECVPOOLSETUP
REGFILENOTFOUND	Database file DDDD corresponding to region RRRR cannot be found	Error	ydb-extension	MessageRecovery/errors.rst#REGFILENOTFOUND
REGIS	in region xxxx	Information	ydb-extension	MessageRecovery/errors.rst#REGIS
REGNTFND	Region referenced not initialized	Error	ydb-extension	MessageRecovery/errors.rst#REGNTFND
REGOPENFAIL	Failed to open region rrrr (dddd) due to conflicting database shutdown activity	Error	ydb-extension	MessageRecovery/errors.rst#REGOPENFAIL
REGSSFAIL	Process pppp encountered error eeee contributing to the snapshot for region rrrr - the snapshot is no longer valid	Error	ydb-extension	MessageRecovery/errors.rst#REGSSFAIL
RELINKCTLERR	Error with relink control structure for $ZROUTINES directory dddd	Run Time Error	ydb-extension	MessageRecovery/errors.rst#RELINKCTLERR
RELINKCTLFULL	Relinkctl file for directory dddd is full (maximum entries mmmm)	Run Time Error	ydb-extension	MessageRecovery/errors.rst#RELINKCTLFULL
REMOTEDBNOSPGBL	Database region rrrr contains portion of a spanning global and so cannot point to a remote file	Run Time Error	ydb-extension	MessageRecovery/errors.rst#REMOTEDBNOSPGBL
REMOTEDBNOTRIG	Trigger operations are not supported on global ^gggg as it maps to database region rrrr that points to a remote file	Run Time Error	ydb-extension	MessageRecovery/errors.rst#REMOTEDBNOTRIG
RENAMEFAIL	Rename of file xxxx to yyyy failed	Warning	ydb-extension	MessageRecovery/errors.rst#RENAMEFAIL
REORGCTRLY	User interrupt encountered during database reorg -- halting	Information	ydb-extension	MessageRecovery/errors.rst#REORGCTRLY
REORGINC	Reorg was incomplete. Not all globals were reorged.	Warning	ydb-extension	MessageRecovery/errors.rst#REORGINC
REORGUPCNFLCT	MUPIP AAAA encountered a conflict due to OOOO (PID:PPPP)	Error	ydb-extension	MessageRecovery/errors.rst#REORGUPCNFLCT
REPL0BACKLOG	Total backlog for the specified replicating instance(s) is 0		ydb-extension	MessageRecovery/errors.rst#REPL0BACKLOG
REPL2OLD	Instance IIII uses a GT.M/YottaDB version that does not support connection with the current version on instance iiii	Error	ydb-extension	MessageRecovery/errors.rst#REPL2OLD
REPLACCSEM	Error with replication access semaphore (id = xxxx) for instance file aaaa	Error	ydb-extension	MessageRecovery/errors.rst#REPLACCSEM
REPLAHEAD	Replicating instance is ahead of the originating instance.aaaa	Error	ydb-extension	MessageRecovery/errors.rst#REPLAHEAD
REPLALERT	Source Server could not connect to replicating instance XXXX for NNNN seconds	Warning	ydb-extension	MessageRecovery/errors.rst#REPLALERT
REPLBACKLOG	Timeout occurred while there was a backlog	Error	ydb-extension	MessageRecovery/errors.rst#REPLBACKLOG
REPLBRKNTRANS	Replication subsystem found seqno xxxx broken or missing in the journal files	Error	ydb-extension	MessageRecovery/errors.rst#REPLBRKNTRANS
REPLCOMM	Replication subsystem communication failure	Error	ydb-extension	MessageRecovery/errors.rst#REPLCOMM
REPLERR	XXXX	Warning	ydb-extension	MessageRecovery/errors.rst#REPLERR
REPLEXITERR	Replication process encountered an error while exiting	Run Time Error	ydb-extension	MessageRecovery/errors.rst#REPLEXITERR
REPLFILIOERR	Replication subsystem file I/O error xxxx	Error	ydb-extension	MessageRecovery/errors.rst#REPLFILIOERR
REPLFILTER	Replication filter subsystem failure	Error	ydb-extension	MessageRecovery/errors.rst#REPLFILTER
REPLFTOKSEM	Error with replication semaphores for instance file xxxx	Error	ydb-extension	MessageRecovery/errors.rst#REPLFTOKSEM
REPLINFO	xxxx	Information	ydb-extension	MessageRecovery/errors.rst#REPLINFO
REPLINSTACC	Error accessing replication instance file xxxx	Error	ydb-extension	MessageRecovery/errors.rst#REPLINSTACC
REPLINSTCLOSE	Error closing replication instance file xxxx	Run Time Error	ydb-extension	MessageRecovery/errors.rst#REPLINSTCLOSE
REPLINSTCREATE	Error creating replication instance file xxxx	Run Time Error	ydb-extension	MessageRecovery/errors.rst#REPLINSTCREATE
